,Id,x,y,z
0,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.99332251678543,40.51444253390519,0
1,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993318876531948,40.51442375887364,0
2,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993318120208833,40.51442035999184,0
3,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.99331722466332,40.51441698206124,0
4,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993316191188327,40.514413628516195,0
5,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993315021227335,40.51441030274995,0
6,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.99331371636815,40.51440700809807,0
7,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.99331227833891,40.51440374783495,0
8,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.99331070900397,40.51440052517045,0
9,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.99330901035967,40.51439734324666,0
10,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.99330640596576,40.5143929418817,0
11,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993303556215007,40.514388635509974,0
12,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993300467886307,40.514384432129575,0
13,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.9932971481891,40.51438033942155,0
14,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993293604736643,40.5143763647376,0
15,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993289845518806,40.514372515089086,0
16,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993285878874495,40.51436879713734,0
17,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.99328171346378,40.51436521718523,0
18,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.99327735823984,40.51436178117018,0
19,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.99327282242087,40.51435849465833,0
20,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.99326811546198,40.51435536284001,0
21,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.99326324702724,40.514352390526575,0
22,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993258226961952,40.51434958214834,0
23,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.99325306526524,40.51434694175386,0
24,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.99324777206304,40.51434447301026,0
25,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993242357581604,40.514342179204874,0
26,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993242357579273,40.51434217920394,0
27,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993240500984253,40.514341443631906,0
28,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.99323400457089,40.51433900558734,0
29,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993227414354163,40.51433673670455,0
30,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993220738293516,40.51433463826958,0
31,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993213984288307,40.51433271133176,0
32,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.99320716016476,40.514330956710886,0
33,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993200273663682,40.51432937500473,0
34,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993193332428845,40.514327966596994,0
35,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.9931863439962,40.51432673166566,0
36,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993179315783795,40.514325670191596,0
37,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.99317225508255,40.51432478196757,0
38,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.99316516904782,40.51432406660742,0
39,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.99315806469177,40.51432352355555,0
40,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993150948876607,40.514323152096495,0
41,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.99314382830865,40.5143229513648,0
42,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.99313670953324,40.51432292035486,0
43,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993129598930523,40.51432305793089,0
44,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993121840149744,40.514323399853005,0
45,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993114106453216,40.514323940065424,0
46,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.9931064054814,40.51432467663413,0
47,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993098744610993,40.51432560750083,0
48,{1de22cab-f663-4f61-b310-cb81b2e7874e},22.993076513063496,40.51432850777913,0
49,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.991830863551577,40.514586097980974,0
50,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.991829866773845,40.51457850542478,0
51,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.99182901246564,40.514571846407414,0
52,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.991828351640958,40.514565164594025,0
53,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.991827970239754,40.51455975702755,0
54,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.99182773343216,40.51455433481353,0
55,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.99182764974084,40.51454889913762,0
56,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.99182772771669,40.514543451865485,0
57,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.99182797587778,40.514537995544124,0
58,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.991828402648316,40.51453253340071,0
59,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.991829016297746,40.51452706933881,0
60,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.991829824880167,40.514521607932025,0
61,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.99182982606102,40.51452160083962,0
62,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.9918299478894,40.51452087993647,0
63,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.99183054981712,40.514517899410365,0
64,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.991831270619873,40.5145149281165,0
65,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.99183211096642,40.51451196905207,0
66,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.991833071380416,40.51450902528662,0
67,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.991834152231352,40.514506099962404,0
68,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.991835353727172,40.514503196289255,0
69,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.991836675907148,40.51450031753938,0
70,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.991838118635094,40.514497467041544,0
71,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.99183968159291,40.514494648175145,0
72,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.9918413642745,40.51449186436394,0
73,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.99184316598004,40.51448911906934,0
74,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.9918450858107,40.51448641578367,0
75,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.991847122663735,40.51448375802295,0
76,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.991849275228066,40.51448114931951,0
77,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.991851541980274,40.514478593214406,0
78,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.991853921181104,40.514476093249556,0
79,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.99185706726504,40.514473036844734,0
80,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.991860383418228,40.514470081643864,0
81,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.991863864701404,40.51446723455884,0
82,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.991867505587017,40.51446450242831,0
83,{3e50144f-e809-4c8d-9a8c-63469b3a34c7},22.99187482282085,40.51445930256426,0
84,{a1914b29-9c54-4158-85d1-ac753be53d41},22.99540163535161,40.514071822053715,0
85,{a1914b29-9c54-4158-85d1-ac753be53d41},22.995408161874458,40.514079373903016,0
86,{a1914b29-9c54-4158-85d1-ac753be53d41},22.995411990297853,40.514084114157924,0
87,{a1914b29-9c54-4158-85d1-ac753be53d41},22.995415479808326,40.51408900012611,0
88,{a1914b29-9c54-4158-85d1-ac753be53d41},22.99541862226965,40.51409401593404,0
